DATE,PERIODO,MES,TIPO,ENTIDAD,MONEDA,INGRESOS FINANCIEROS,INGRESOS SERVICIOS FINANCIEROS,INGRESO,RESULTADO NETO,NUM_ENTIDADES,HHI
200201,2002,Enero,Cajas Rurales,CRAC La Libertad,MN,827.092,43.688,870.78,188.126,14,1198.554291424914
200201,2002,Enero,Cajas Rurales,CRAC La Libertad,ME,368.161,6.465,374.626,86.249,14,1198.554291424914
200201,2002,Enero,Cajas Rurales,CRAC La Libertad,TOTAL,1195.253,50.153,1245.406,274.375,14,1198.554291424914
200203,2002,Marzo,Cajas Rurales,CRAC Nor Peru,MN,1935.358,113.506,2048.864,635.105,14,1198.554291424914
200203,2002,Marzo,Cajas Rurales,CRAC Nor Peru,ME,1291.889,19.408,1311.2969999999998,-161.892,14,1198.554291424914
200203,2002,Marzo,Cajas Rurales,CRAC Nor Peru,TOTAL,3227.247,132.914,3360.161,473.213,14,1198.554291424914
200204,2002,Abril,Empresas Crediticias,TOTAL ENTIDADES DE DESARROLLO DE LA PEQUEÑA Y MICRO EMPRESA,MN,17008.231,170.248,17178.479,-153.566,15,1684.8233357494037
200204,2002,Abril,Empresas Crediticias,TOTAL ENTIDADES DE DESARROLLO DE LA PEQUEÑA Y MICRO EMPRESA,ME,6025.374,33.116,6058.49,2648.347,15,1684.8233357494037
200204,2002,Abril,Empresas Crediticias,TOTAL ENTIDADES DE DESARROLLO DE LA PEQUEÑA Y MICRO EMPRESA,TOTAL,23033.605,203.364,23236.969,2494.781,15,1684.8233357494037
200207,2002,Julio,Empresas Crediticias,Solidaridad,MN,705.103,46.42,751.5229999999999,27.77,15,1684.8233357494037
200207,2002,Julio,Empresas Crediticias,Solidaridad,ME,145.804,5.583,151.387,81.295,15,1684.8233357494037
200211,2002,Noviembre,Banca Multiple,Banco Sudamericano del Perú,MN,29261.0,6288.0,35549.0,-74142.0,16,1465.0049079331504
200211,2002,Noviembre,Banca Multiple,Banco Sudamericano del Perú,ME,143542.0,22730.0,166272.0,78263.0,16,1465.0049079331504
200211,2002,Noviembre,Banca Multiple,Banco Sudamericano del Perú,TOTAL,172803.0,29018.0,201821.0,4121.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Banco Continental,MN,294864.0,126526.0,421390.0,-118769.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Banco Continental,ME,480899.0,99638.0,580537.0,226317.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Banco Continental,TOTAL,775763.0,226164.0,1001927.0,107548.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Banco de Comercio,MN,51150.0,6942.0,58092.0,-9250.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Banco de Comercio,ME,30728.0,4226.0,34954.0,10937.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Banco de Comercio,TOTAL,81878.0,11168.0,93046.0,1687.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Banco de Crédito del Perú,MN,424617.0,249973.0,674590.0,-463166.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Banco de Crédito del Perú,ME,910511.0,267857.0,1178368.0,691258.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Banco de Crédito del Perú,TOTAL,1335128.0,517830.0,1852958.0,228092.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Banco del Trabajo,MN,243447.0,9376.0,252823.0,25693.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Banco del Trabajo,ME,5975.0,134.0,6109.0,255.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Banco del Trabajo,TOTAL,249422.0,9510.0,258932.0,25948.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Banco Financiero,MN,26777.0,5398.0,32175.0,-54895.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Banco Financiero,ME,123050.0,14791.0,137841.0,60221.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Banco Financiero,TOTAL,149827.0,20189.0,170016.0,5326.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Banco Interamericano de Finanzas,MN,18074.0,3686.0,21760.0,-46868.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Banco Interamericano de Finanzas,ME,73201.0,13815.0,87016.0,55266.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Banco Interamericano de Finanzas,TOTAL,91275.0,17501.0,108776.0,8398.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Banco Santander Central Hispano,MN,60324.0,31336.0,91660.0,-196026.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Banco Santander Central Hispano,ME,339812.0,45139.0,384951.0,221402.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Banco Santander Central Hispano,TOTAL,400136.0,76475.0,476611.0,25376.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Banco Standard Chartered,MN,11231.0,390.0,11621.0,-23817.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Banco Standard Chartered,ME,12884.0,7407.0,20291.0,12313.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Banco Standard Chartered,TOTAL,24115.0,7797.0,31912.0,-11504.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Banco Sudamericano,MN,30874.0,7165.0,38039.0,-72052.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Banco Sudamericano,ME,155941.0,25184.0,181125.0,78120.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Banco Sudamericano,TOTAL,186815.0,32349.0,219164.0,6068.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Banco Wiese Sudameris,MN,238679.0,67051.0,305730.0,-347935.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Banco Wiese Sudameris,ME,780346.0,95716.0,876062.0,379385.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Banco Wiese Sudameris,TOTAL,1019025.0,162767.0,1181792.0,31450.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,BankBoston,MN,24881.0,1460.0,26341.0,-59802.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,BankBoston,ME,80729.0,10738.0,91467.0,66124.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,BankBoston,TOTAL,105610.0,12198.0,117808.0,6322.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,BNP Paribas Andes,MN,296.0,77.0,373.0,-2753.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,BNP Paribas Andes,ME,4938.0,1961.0,6899.0,1930.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,BNP Paribas Andes,TOTAL,5234.0,2038.0,7272.0,-823.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Citibank,MN,130355.0,31199.0,161554.0,-94612.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Citibank,ME,152386.0,19924.0,172310.0,132458.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Citibank,TOTAL,282741.0,51123.0,333864.0,37846.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Interbank,MN,213073.0,69335.0,282408.0,-100680.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Interbank,ME,307444.0,57430.0,364874.0,135910.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Interbank,TOTAL,520517.0,126765.0,647282.0,35230.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Mibanco,MN,100245.0,282.0,100527.0,5106.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Mibanco,ME,22364.0,325.0,22689.0,13964.0,16,1465.0049079331504
200212,2002,Diciembre,Banca Multiple,Mibanco,TOTAL,122609.0,607.0,123216.0,19070.0,16,1465.0049079331504
200212,2002,Diciembre,Empresas Financieras,CMR,MN,168584.0,6184.0,174768.0,64795.0,5,3072.5065873400476
200212,2002,Diciembre,Empresas Financieras,CMR,ME,1133.0,77.0,1210.0,-10266.0,5,3072.5065873400476
200212,2002,Diciembre,Empresas Financieras,CMR,TOTAL,169717.0,6261.0,175978.0,54529.0,5,3072.5065873400476
200212,2002,Diciembre,Empresas Financieras,Cordillera,MN,100601.0,22680.0,123281.0,33986.0,5,3072.5065873400476
200212,2002,Diciembre,Empresas Financieras,Cordillera,ME,23.0,3974.0,3997.0,-14601.0,5,3072.5065873400476
200212,2002,Diciembre,Empresas Financieras,Cordillera,TOTAL,100624.0,26654.0,127278.0,19385.0,5,3072.5065873400476
200212,2002,Diciembre,Empresas Financieras,Daewoo,MN,170.0,55.0,225.0,-6779.0,5,3072.5065873400476
200212,2002,Diciembre,Empresas Financieras,Daewoo,ME,4616.0,0.0,4616.0,-9802.0,5,3072.5065873400476
200212,2002,Diciembre,Empresas Financieras,Daewoo,TOTAL,4786.0,55.0,4841.0,-16581.0,5,3072.5065873400476
200212,2002,Diciembre,Empresas Financieras,Solución Financiera de Crédito,MN,139414.0,5447.0,144861.0,25522.0,5,3072.5065873400476
200212,2002,Diciembre,Empresas Financieras,Solución Financiera de Crédito,ME,123.0,1.0,124.0,61.0,5,3072.5065873400476
200212,2002,Diciembre,Empresas Financieras,Solución Financiera de Crédito,TOTAL,139537.0,5448.0,144985.0,25583.0,5,3072.5065873400476
200212,2002,Diciembre,Empresas Financieras,Volvo Finance,MN,8030.0,14.0,8044.0,3789.0,5,3072.5065873400476
200212,2002,Diciembre,Empresas Financieras,Volvo Finance,ME,10123.0,1225.0,11348.0,-2715.0,5,3072.5065873400476
200212,2002,Diciembre,Empresas Financieras,Volvo Finance,TOTAL,18153.0,1239.0,19392.0,1074.0,5,3072.5065873400476
200212,2002,Diciembre,Cajas Municipales,CMAC Arequipa,MN,57917.204,672.49,58589.693999999996,11709.95,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Arequipa,ME,20713.685,267.661,20981.346,10077.146,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Arequipa,TOTAL,78630.889,940.151,79571.04,21787.096,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Chincha,MN,3155.752,232.187,3387.939,318.952,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Chincha,ME,3.326,0.0,3.326,-128.719,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Chincha,TOTAL,3159.078,232.366,3391.444,190.233,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Cusco,MN,17892.778,429.412,18322.19,2460.404,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Cusco,ME,9900.118,333.739,10233.857,4434.628,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Cusco,TOTAL,27792.896,763.151,28556.047000000002,6895.032,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Del Santa,MN,11742.169,57.672,11799.841,1434.946,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Del Santa,ME,1211.457,3.924,1215.381,-81.035,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Del Santa,TOTAL,12953.626,61.596,13015.222,1353.911,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Huancayo,MN,24399.095,465.47,24864.565000000002,3791.988,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Huancayo,ME,6085.171,27.988,6113.159000000001,1407.426,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Huancayo,TOTAL,30484.266,493.458,30977.724,5199.414,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Ica,MN,12017.133,169.576,12186.708999999999,2096.454,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Ica,ME,3676.29,41.014,3717.304,-534.844,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Ica,TOTAL,15693.423,210.59,15904.013,1561.61,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Maynas,MN,9923.498,102.512,10026.01,-403.745,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Maynas,ME,5020.314,30.407,5050.7210000000005,2543.346,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Maynas,TOTAL,14943.812,132.919,15076.731,2139.601,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Paita,MN,10915.151,60.253,10975.404,1628.106,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Paita,ME,1816.42,23.069,1839.489,29.793,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Paita,TOTAL,12731.571,83.322,12814.893,1657.899,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Pisco,MN,2861.419,107.95,2969.3689999999997,-173.212,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Pisco,ME,490.923,15.777,506.7,235.508,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Pisco,TOTAL,3352.342,123.727,3476.069,62.296,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Piura,MN,67596.85,103.697,67700.547,17857.204,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Piura,ME,10944.304,25.849,10970.153,-2138.109,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Piura,TOTAL,78541.154,129.546,78670.7,15719.095,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Sullana,MN,32824.814,1.733,32826.547,7595.639,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Sullana,ME,3293.119,1.581,3294.7000000000003,-1214.999,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Sullana,TOTAL,36117.933,3.314,36121.246999999996,6380.64,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Tacna,MN,13927.701,94.701,14022.401999999998,2351.929,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Tacna,ME,4897.872,0.617,4898.4890000000005,1133.814,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Tacna,TOTAL,18825.573,95.318,18920.891,3485.743,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Trujillo,MN,32972.109,2263.335,35235.443999999996,919.583,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Trujillo,ME,10714.614,460.919,11175.533,7514.176,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,CMAC Trujillo,TOTAL,43686.723,2724.254,46410.977,8433.759,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,Caja Municipal de Crédito Popular Lima,MN,22374.431,3371.96,25746.391,8963.023,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,Caja Municipal de Crédito Popular Lima,ME,1211.464,114.53,1325.994,-1376.32,14,1171.0149678210623
200212,2002,Diciembre,Cajas Municipales,Caja Municipal de Crédito Popular Lima,TOTAL,23585.895,3486.49,27072.385000000002,7586.703,14,1171.0149678210623
200212,2002,Diciembre,Cajas Rurales,CRAC Cajamarca,MN,1290.758,129.748,1420.506,-280.004,14,1198.554291424914
200212,2002,Diciembre,Cajas Rurales,CRAC Cajamarca,ME,954.978,61.149,1016.127,463.963,14,1198.554291424914
200212,2002,Diciembre,Cajas Rurales,CRAC Cajamarca,TOTAL,2245.736,190.897,2436.633,183.959,14,1198.554291424914
200212,2002,Diciembre,Cajas Rurales,CRAC Cajasur,MN,3468.895,19.152,3488.047,-3075.398,14,1198.554291424914
200212,2002,Diciembre,Cajas Rurales,CRAC Cajasur,ME,7977.982,85.151,8063.133,4367.057,14,1198.554291424914
200212,2002,Diciembre,Cajas Rurales,CRAC Cajasur,TOTAL,11446.877,104.303,11551.18,1291.659,14,1198.554291424914
200212,2002,Diciembre,Cajas Rurales,CRAC Chavín,MN,972.782,58.741,1031.5230000000001,-601.188,14,1198.554291424914
200212,2002,Diciembre,Cajas Rurales,CRAC Chavín,ME,1273.686,119.713,1393.399,845.763,14,1198.554291424914
200212,2002,Diciembre,Cajas Rurales,CRAC Chavín,TOTAL,2246.468,178.454,2424.922,244.575,14,1198.554291424914
200212,2002,Diciembre,Cajas Rurales,CRAC Cruz de Chalpón,MN,2182.957,47.668,2230.625,-1089.746,14,1198.554291424914
200212,2002,Diciembre,Cajas Rurales,CRAC Cruz de Chalpón,ME,3183.768,31.861,3215.629,1429.842,14,1198.554291424914
200212,2002,Diciembre,Cajas Rurales,CRAC Cruz de Chalpón,TOTAL,5366.725,79.529,5446.254000000001,340.096,14,1198.554291424914
200212,2002,Diciembre,Cajas Rurales,CRAC Libertadores de Ayacucho,MN,1898.744,444.019,2342.763,-501.558,14,1198.554291424914
200212,2002,Diciembre,Cajas Rurales,CRAC Libertadores de Ayacucho,ME,1433.325,153.001,1586.326,535.305,14,1198.554291424914
200212,2002,Diciembre,Cajas Rurales,CRAC Libertadores de Ayacucho,TOTAL,3332.069,597.02,3929.089,33.747,14,1198.554291424914
200212,2002,Diciembre,Cajas Rurales,CRAC Los Andes,MN,1118.654,315.639,1434.2930000000001,-247.749,14,1198.554291424914
200212,2002,Diciembre,Cajas Rurales,CRAC Los Andes,ME,905.283,65.957,971.24,277.158,14,1198.554291424914
200212,2002,Diciembre,Cajas Rurales,CRAC Los Andes,TOTAL,2023.937,381.596,2405.533,29.409,14,1198.554291424914
200212,2002,Diciembre,Cajas Rurales,CRAC Nor Perú,MN,7378.329,478.827,7857.156,599.122,14,1198.554291424914
200212,2002,Diciembre,Cajas Rurales,CRAC Nor Perú,ME,5061.189,63.337,5124.526000000001,805.839,14,1198.554291424914
200212,2002,Diciembre,Cajas Rurales,CRAC Nor Perú,TOTAL,12439.518,542.164,12981.682,1404.961,14,1198.554291424914
200212,2002,Diciembre,Cajas Rurales,CRAC Profinanzas,MN,3094.159,105.715,3199.8740000000003,-1093.07,14,1198.554291424914
200212,2002,Diciembre,Cajas Rurales,CRAC Profinanzas,ME,2260.916,58.152,2319.068,-124.771,14,1198.554291424914
200212,2002,Diciembre,Cajas Rurales,CRAC Profinanzas,TOTAL,5355.075,163.867,5518.942,-1217.841,14,1198.554291424914
200212,2002,Diciembre,Cajas Rurales,CRAC Prymera,MN,3298.961,59.355,3358.316,1504.689,14,1198.554291424914
200212,2002,Diciembre,Cajas Rurales,CRAC Prymera,ME,472.276,12.787,485.063,-644.11,14,1198.554291424914
200212,2002,Diciembre,Cajas Rurales,CRAC Prymera,TOTAL,3771.237,72.142,3843.379,860.579,14,1198.554291424914
200212,2002,Diciembre,Cajas Rurales,CRAC Quillabamba,MN,2841.883,232.254,3074.1369999999997,-928.323,14,1198.554291424914
200212,2002,Diciembre,Cajas Rurales,CRAC Quillabamba,ME,3220.073,149.16,3369.2329999999997,1080.106,14,1198.554291424914
200212,2002,Diciembre,Cajas Rurales,CRAC Quillabamba,TOTAL,6061.956,381.414,6443.37,151.783,14,1198.554291424914
200212,2002,Diciembre,Cajas Rurales,CRAC San Martín,MN,15140.886,581.177,15722.063,-2060.528,14,1198.554291424914
200212,2002,Diciembre,Cajas Rurales,CRAC San Martín,ME,5577.309,679.463,6256.772,2587.738,14,1198.554291424914
200212,2002,Diciembre,Cajas Rurales,CRAC San Martín,TOTAL,20718.195,1260.64,21978.835,527.21,14,1198.554291424914
200212,2002,Diciembre,Cajas Rurales,CRAC Señor de Luren,MN,3625.804,75.858,3701.6620000000003,-2611.566,14,1198.554291424914
200212,2002,Diciembre,Cajas Rurales,CRAC Señor de Luren,ME,5646.608,0.0,5646.608,3560.034,14,1198.554291424914
200212,2002,Diciembre,Cajas Rurales,CRAC Señor de Luren,TOTAL,9272.412,75.858,9348.27,948.468,14,1198.554291424914
200212,2002,Diciembre,Empresas Crediticias,Alternativa,MN,943.477,8.954,952.4309999999999,160.085,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Alternativa,ME,1.052,0.0,1.052,-70.685,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Alternativa,TOTAL,944.529,8.954,953.483,89.4,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Camco Piura,MN,412.236,0.0,412.236,-177.125,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Camco Piura,ME,301.56,0.0,301.56,249.384,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Camco Piura,TOTAL,713.796,0.0,713.796,72.259,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Confianza,MN,3771.208,13.795,3785.003,1.961,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Confianza,ME,1345.935,0.0,1345.935,696.782,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Confianza,TOTAL,5117.143,13.795,5130.938,698.743,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Crear Arequipa,MN,4689.976,16.505,4706.481,418.688,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Crear Arequipa,ME,980.02,4.601,984.621,486.921,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Crear Arequipa,TOTAL,5669.996,21.106,5691.102,905.609,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Crear Cusco,MN,1594.851,7.222,1602.073,225.016,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Crear Cusco,ME,0.0,0.0,0.0,0.0,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Crear Cusco,TOTAL,1594.851,7.222,1602.073,225.016,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Crear Tacna,MN,2950.453,19.465,2969.918,-1208.827,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Crear Tacna,ME,1725.942,25.396,1751.338,1517.768,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Crear Tacna,TOTAL,4676.395,44.861,4721.256,308.941,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Crear Trujillo,MN,2366.544,4.505,2371.049,145.582,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Crear Trujillo,ME,0.0,0.0,0.0,0.0,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Crear Trujillo,TOTAL,2366.544,4.505,2371.049,145.582,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Credivisión,MN,1701.281,138.177,1839.4579999999999,24.986,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Credivisión,ME,192.186,12.309,204.495,38.591,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Credivisión,TOTAL,1893.467,150.486,2043.953,63.577,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Edyficar,MN,22092.883,62.402,22155.285,1128.218,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Edyficar,ME,6374.041,8.795,6382.836,1587.521,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Edyficar,TOTAL,28466.924,71.197,28538.121,2715.739,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Nueva Visión,MN,1734.374,27.224,1761.598,-182.232,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Nueva Visión,ME,621.489,5.011,626.5,448.454,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Nueva Visión,TOTAL,2355.863,32.235,2388.098,266.222,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Proempresa,MN,7682.489,186.729,7869.218,571.436,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Proempresa,ME,1949.852,19.202,1969.054,-95.462,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Proempresa,TOTAL,9632.341,205.931,9838.272,475.974,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Pro Negocios,MN,353.04,80.14,433.18,-95.848,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Pro Negocios,ME,0.51,0.0,0.51,0.511,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Pro Negocios,TOTAL,353.55,80.141,433.69100000000003,-95.337,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Raíz,MN,2486.595,2.667,2489.2619999999997,-3723.128,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Raíz,ME,7390.623,12.493,7403.116,4786.33,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Raíz,TOTAL,9877.218,15.16,9892.378,1063.202,15,1684.8233357494037
200212,2002,Diciembre,Empresas Crediticias,Solidaridad,TOTAL,1350.273,111.142,1461.415,159.858,15,1684.8233357494037
200302,2003,Febrero,Banca Multiple,Banco Santander Central Hispano,MN,6462.0,4035.0,10497.0,-22839.0,15,1774.8802408016006
200302,2003,Febrero,Banca Multiple,Banco Santander Central Hispano,ME,33280.0,5570.0,38850.0,31021.0,15,1774.8802408016006
200302,2003,Febrero,Banca Multiple,Banco Santander Central Hispano,TOTAL,39742.0,9605.0,49347.0,8182.0,15,1774.8802408016006
200306,2003,Junio,Empresas Financieras,Daewoo,MN,37.0,36.0,73.0,-4970.0,5,3236.4527262329734
200306,2003,Junio,Empresas Financieras,Daewoo,ME,1382.0,0.0,1382.0,-2031.0,5,3236.4527262329734
200306,2003,Junio,Empresas Financieras,Daewoo,TOTAL,1419.0,36.0,1455.0,-7001.0,5,3236.4527262329734
200312,2003,Diciembre,Banca Multiple,Banco Continental,MN,316968.0,126614.0,443582.0,-230271.0,15,1774.8802408016006
200312,2003,Diciembre,Banca Multiple,Banco Continental,ME,479812.0,97184.0,576996.0,403104.0,15,1774.8802408016006
200312,2003,Diciembre,Banca Multiple,Banco Continental,TOTAL,796780.0,223798.0,1020578.0,172833.0,15,1774.8802408016006
200312,2003,Diciembre,Banca Multiple,Banco de Comercio,MN,37984.0,4737.0,42721.0,-6326.0,15,1774.8802408016006
200312,2003,Diciembre,Banca Multiple,Banco de Comercio,ME,21505.0,3301.0,24806.0,8686.0,15,1774.8802408016006
200312,2003,Diciembre,Banca Multiple,Banco de Comercio,TOTAL,59489.0,8038.0,67527.0,2360.0,15,1774.8802408016006
200312,2003,Diciembre,Banca Multiple,Banco de Crédito del Perú,MN,515173.0,289419.0,804592.0,-682126.0,15,1774.8802408016006
200312,2003,Diciembre,Banca Multiple,Banco de Crédito del Perú,ME,913671.0,303948.0,1217619.0,990912.0,15,1774.8802408016006
200312,2003,Diciembre,Banca Multiple,Banco de Crédito del Perú,TOTAL,1428844.0,593367.0,2022211.0,308786.0,15,1774.8802408016006
200312,2003,Diciembre,Banca Multiple,Banco del Trabajo,MN,314094.0,19396.0,333490.0,30034.0,15,1774.8802408016006
200312,2003,Diciembre,Banca Multiple,Banco del Trabajo,ME,6918.0,304.0,7222.0,3682.0,15,1774.8802408016006
200312,2003,Diciembre,Banca Multiple,Banco del Trabajo,TOTAL,321012.0,19700.0,340712.0,33716.0,15,1774.8802408016006
200312,2003,Diciembre,Banca Multiple,Banco Financiero,MN,43836.0,8581.0,52417.0,-67510.0,15,1774.8802408016006
200312,2003,Diciembre,Banca Multiple,Banco Financiero,ME,110417.0,26293.0,136710.0,75787.0,15,1774.8802408016006
200312,2003,Diciembre,Banca Multiple,Banco Financiero,TOTAL,154253.0,34874.0,189127.0,8277.0,15,1774.8802408016006
200312,2003,Diciembre,Banca Multiple,Banco Interamericano de Finanzas,MN,25012.0,8182.0,33194.0,-60165.0,15,1774.8802408016006
